# Mapa 2. 
9,9

# Jugador 
1,2,1,0,0,0,0 

# Paredes 
0,0,4,0,0,0,0 
0,1,4,0,0,0,0
0,2,4,0,0,0,0 
0,3,4,0,0,0,0 
0,4,4,0,0,0,0 
1,0,4,0,0,0,0 
1,4,4,0,0,0,0 
2,0,4,0,0,0,0 
2,4,4,0,0,0,0 
2,6,4,0,0,0,0 
2,7,4,0,0,0,0 
2,8,4,0,0,0,0 
3,0,4,0,0,0,0 
3,4,4,0,0,0,0 
3,6,4,0,0,0,0 
3,8,4,0,0,0,0 
4,0,4,0,0,0,0 
4,1,4,0,0,0,0 
4,2,4,0,0,0,0 
4,4,4,0,0,0,0 
4,5,4,0,0,0,0 
4,6,4,0,0,0,0 
4,8,4,0,0,0,0 
5,1,4,0,0,0,0 
5,2,4,0,0,0,0 
5,8,4,0,0,0,0 
6,1,4,0,0,0,0 
6,5,4,0,0,0,0 
6,8,4,0,0,0,0 
7,1,4,0,0,0,0 
7,5,4,0,0,0,0 
7,6,4,0,0,0,0 
7,7,4,0,0,0,0 
7,8,4,0,0,0,0 
8,1,4,0,0,0,0 
8,2,4,0,0,0,0 
8,3,4,0,0,0,0 
8,4,4,0,0,0,0 
8,5,4,0,0,0,0 

# Cajas 
2,2,2,0,255,255,255 
2,3,6,13,255,255,255 
3,2,2,0,255,255,255 


# Celdas destino 
3,7,3,0,255,255,255
4,7,3,0,255,255,255
5,7,3,0,255,255,255

# Agujeros
