# Mapa 4. 
7,10

# Jugador 
3,2,1,0,0,0,0 

# Paredes 
0,1,4,0,0,0,0 
0,2,4,0,0,0,0
0,3,4,0,0,0,0 
0,4,4,0,0,0,0 
0,5,4,0,0,0,0 
0,6,4,0,0,0,0 
0,7,4,0,0,0,0 
1,1,4,0,0,0,0 
1,7,4,0,0,0,0 
1,8,4,0,0,0,0 
1,9,4,0,0,0,0 
2,0,4,0,0,0,0 
2,1,4,0,0,0,0 
2,3,4,0,0,0,0 
2,4,4,0,0,0,0 
2,5,4,0,0,0,0 
2,9,4,0,0,0,0 
3,0,4,0,0,0,0 
3,9,4,0,0,0,0 
4,0,4,0,0,0,0 
4,4,4,0,0,0,0 
4,8,4,0,0,0,0 
4,9,4,0,0,0,0 
5,0,4,0,0,0,0 
5,1,4,0,0,0,0 
5,4,4,0,0,0,0 
5,8,4,0,0,0,0 
6,1,4,0,0,0,0 
6,2,4,0,0,0,0 
6,3,4,0,0,0,0 
6,4,4,0,0,0,0 
6,5,4,0,0,0,0 
6,6,4,0,0,0,0 
6,7,4,0,0,0,0 
6,8,4,0,0,0,0 


# Cajas 
2,2,2,0,255,0,0  	
3,4,2,0,255,255,255 	
3,7,6,8,255,255,255 	
4,6,2,0,255,255,255 	

# Celdas destino 
4,2,3,0,255,255,255
4,3,3,0,255,255,255
5,2,3,0,255,255,255
5,3,3,0,255,0,0

# Agujeros
