# Mapa 10.
6,17

# Jugador
4,2,1,0,0,0,0 

# Paredes
0,0,4,0,0,0,0
0,1,4,0,0,0,0
0,2,4,0,0,0,0
0,3,4,0,0,0,0
0,4,4,0,0,0,0
0,5,4,0,0,0,0
0,6,4,0,0,0,0
0,7,4,0,0,0,0
0,8,4,0,0,0,0
0,9,4,0,0,0,0
0,10,4,0,0,0,0
0,11,4,0,0,0,0
0,12,4,0,0,0,0
0,13,4,0,0,0,0
0,14,4,0,0,0,0
0,15,4,0,0,0,0
0,16,4,0,0,0,0
1,0,4,0,0,0,0
1,3,4,0,0,0,0
1,6,4,0,0,0,0
1,9,4,0,0,0,0
1,12,4,0,0,0,0
1,16,4,0,0,0,0
2,0,4,0,0,0,0
2,6,4,0,0,0,0
2,9,4,0,0,0,0
2,16,4,0,0,0,0
3,0,4,0,0,0,0
3,3,4,0,0,0,0
3,12,4,0,0,0,0
3,16,4,0,0,0,0
4,0,4,0,0,0,0
4,3,4,0,0,0,0
4,6,4,0,0,0,0
4,9,4,0,0,0,0
4,12,4,0,0,0,0
4,16,4,0,0,0,0
5,0,4,0,0,0,0
5,1,4,0,0,0,0
5,2,4,0,0,0,0
5,3,4,0,0,0,0
5,4,4,0,0,0,0
5,5,4,0,0,0,0
5,6,4,0,0,0,0
5,7,4,0,0,0,0
5,8,4,0,0,0,0
5,9,4,0,0,0,0
5,10,4,0,0,0,0
5,11,4,0,0,0,0
5,12,4,0,0,0,0
5,13,4,0,0,0,0
5,14,4,0,0,0,0
5,15,4,0,0,0,0
5,16,4,0,0,0,0

# Cajas
2,2,2,0,255,255,255
2,11,2,0,0,0,255
3,5,2,0,255,0,0
3,8,2,0,0,255,0

# Celdas Destino
2,1,3,0,255,255,255
2,10,3,0,0,0,255
3,4,3,0,255,0,0
3,7,3,0,0,255,0

# Agujeros
