# Mapa 11.
9,9

# Jugador
4,4,1,0,0,0,0 

# Paredes
0,5,4,0,0,0,0
0,6,4,0,0,0,0
0,7,4,0,0,0,0
0,8,4,0,0,0,0
1,1,4,0,0,0,0
1,2,4,0,0,0,0
1,3,4,0,0,0,0
1,4,4,0,0,0,0
1,5,4,0,0,0,0
1,8,4,0,0,0,0
2,1,4,0,0,0,0
2,8,4,0,0,0,0
3,1,4,0,0,0,0
3,3,4,0,0,0,0
3,5,4,0,0,0,0
3,8,4,0,0,0,0
4,1,4,0,0,0,0
4,7,4,0,0,0,0
4,8,4,0,0,0,0
5,0,4,0,0,0,0
5,1,4,0,0,0,0
5,3,4,0,0,0,0
5,5,4,0,0,0,0
5,7,4,0,0,0,0
5,8,4,0,0,0,0
6,0,4,0,0,0,0
6,8,4,0,0,0,0
7,0,4,0,0,0,0
7,4,4,0,0,0,0
7,8,4,0,0,0,0
8,0,4,0,0,0,0
8,1,4,0,0,0,0
8,2,4,0,0,0,0
8,3,4,0,0,0,0
8,4,4,0,0,0,0
8,5,4,0,0,0,0
8,6,4,0,0,0,0
8,7,4,0,0,0,0
8,8,4,0,0,0,0

# Cajas
2,3,2,0,255,255,255
2,5,2,0,255,255,255
4,3,2,0,255,255,255
4,5,2,0,255,255,255
6,3,2,0,255,255,255
6,5,2,0,255,255,255


# Celdas Destino
3,2,3,0,255,255,255
3,6,3,0,255,255,255
5,2,3,0,255,255,255
5,6,3,0,255,255,255
6,3,3,0,255,255,255
6,5,3,0,255,255,255

# Agujeros
