# Mapa 5. 
7, 7 

# Jugador 
3,3,1,0,0,0,0 

# Paredes 
0,0,4,0,0,0,0 
0,1,4,0,0,0,0 
0,2,4,0,0,0,0
0,3,4,0,0,0,0 
0,4,4,0,0,0,0 
1,0,4,0,0,0,0 
1,4,4,0,0,0,0 
2,0,4,0,0,0,0 
2,4,4,0,0,0,0 
2,5,4,0,0,0,0 
2,6,4,0,0,0,0 
3,0,4,0,0,0,0 
3,6,4,0,0,0,0 
4,0,4,0,0,0,0 
4,1,4,0,0,0,0 
4,4,4,0,0,0,0 
4,6,4,0,0,0,0 
5,1,4,0,0,0,0 
5,6,4,0,0,0,0 
6,1,4,0,0,0,0 
6,2,4,0,0,0,0 
6,3,4,0,0,0,0 
6,4,4,0,0,0,0 
6,5,4,0,0,0,0 
6,6,4,0,0,0,0 

# Cajas 
2,3,2,0,0,0,255 
4,2,6,3,255,0,0  	

# Celdas destino 

# Agujeros
2,1,5,0,0,0,0
