# Mapa 1. 
8,8

# Jugador 
4,4,1,0,0,0,0 

# Paredes 
0,2,4,0,0,0,0 
0,3,4,0,0,0,0
0,4,4,0,0,0,0 
1,2,4,0,0,0,0 
1,4,4,0,0,0,0 
2,2,4,0,0,0,0 
2,4,4,0,0,0,0 
2,5,4,0,0,0,0 
2,6,4,0,0,0,0 
2,7,4,0,0,0,0 
3,0,4,0,0,0,0 
3,1,4,0,0,0,0 
3,2,4,0,0,0,0 
3,7,4,0,0,0,0 
4,0,4,0,0,0,0 
4,5,4,0,0,0,0 
4,6,4,0,0,0,0 
4,7,4,0,0,0,0 
5,0,4,0,0,0,0 
5,1,4,0,0,0,0 
5,2,4,0,0,0,0 
5,3,4,0,0,0,0 
5,5,4,0,0,0,0 
6,3,4,0,0,0,0 
6,5,4,0,0,0,0 
7,3,4,0,0,0,0 
7,4,4,0,0,0,0 
7,5,4,0,0,0,0 

# Cajas 
3,3,2,0,255,255,255 
3,5,2,0,255,255,255 
4,3,2,0,255,255,255 
5,4,2,0,255,255,255

# Celdas destino 
1,3,3,0,255,255,255
3,6,3,0,255,255,255
4,1,3,0,255,255,255
6,4,3,0,255,255,255 

# Agujeros
