# Mapa 3. 
8,6

# Jugador 
3,2,1,0,0,0,0 

# Paredes 
0,0,4,0,0,0,0 
0,1,4,0,0,0,0
0,2,4,0,0,0,0 
0,3,4,0,0,0,0 
0,4,4,0,0,0,0 
1,0,4,0,0,0,0 
1,4,4,0,0,0,0 
2,0,4,0,0,0,0 
2,1,4,0,0,0,0 
2,4,4,0,0,0,0 
3,0,4,0,0,0,0 
3,4,4,0,0,0,0 
3,5,4,0,0,0,0 
4,0,4,0,0,0,0 
4,5,4,0,0,0,0 
5,0,4,0,0,0,0 
5,4,4,0,0,0,0 
5,5,4,0,0,0,0 
6,0,4,0,0,0,0 
6,3,4,0,0,0,0 
6,4,4,0,0,0,0 
7,0,4,0,0,0,0 
7,1,4,0,0,0,0 
7,2,4,0,0,0,0 
7,3,4,0,0,0,0 

# Cajas 
2,2,2,0,255,0,0  	
4,2,2,0,0,255,0 	
4,3,2,0,0,0,255
5,1,2,0,255,255,255 		

# Celdas destino 
1,1,3,0,255,0,0
1,2,3,0,0,255,0
1,3,3,0,0,0,255

# Agujeros
6,1,5,0,0,0,0
