# Mapa 6.
9,7

# Jugador
5,1,1,0,0,0,0 

# Paredes
0,1,4,0,0,0,0
0,2,4,0,0,0,0
0,3,4,0,0,0,0
0,4,4,0,0,0,0
1,1,4,0,0,0,0
1,4,4,0,0,0,0
1,5,4,0,0,0,0
1,6,4,0,0,0,0
2,0,4,0,0,0,0
2,1,4,0,0,0,0
2,6,4,0,0,0,0
3,0,4,0,0,0,0
3,6,4,0,0,0,0
4,0,4,0,0,0,0
4,6,4,0,0,0,0
5,0,4,0,0,0,0
5,6,4,0,0,0,0
6,0,4,0,0,0,0
6,1,4,0,0,0,0
6,2,4,0,0,0,0
6,4,4,0,0,0,0
6,6,4,0,0,0,0
7,2,4,0,0,0,0
7,6,4,0,0,0,0
8,2,4,0,0,0,0
8,3,4,0,0,0,0
8,4,4,0,0,0,0
8,5,4,0,0,0,0
8,6,4,0,0,0,0

# Cajas
2,4,2,0,255,0,0
3,2,2,0,0,0,255
4,2,2,0,0,0,255
5,3,2,0,255,0,0

# Celdas Destino
3,5,3,0,255,0,0
4,2,3,0,255,0,0
5,3,3,0,0,0,255

# Agujeros
3,4,5,0,0,0,0
4,3,5,0,0,0,0
