# Mapa 13.
19,19

# Jugador
9,9,1,0,0,0,0 

# Paredes
0,0,4,0,0,0,0
0,1,4,0,0,0,0
0,2,4,0,0,0,0
0,3,4,0,0,0,0
0,4,4,0,0,0,0
0,5,4,0,0,0,0
0,6,4,0,0,0,0
0,7,4,0,0,0,0
0,8,4,0,0,0,0
0,9,4,0,0,0,0
0,10,4,0,0,0,0
0,11,4,0,0,0,0
0,12,4,0,0,0,0
0,13,4,0,0,0,0
0,14,4,0,0,0,0
0,15,4,0,0,0,0
0,16,4,0,0,0,0
0,17,4,0,0,0,0
0,18,4,0,0,0,0
1,0,4,0,0,0,0
1,18,4,0,0,0,0
2,0,4,0,0,0,0
2,2,4,0,0,0,0
2,4,4,0,0,0,0
2,6,4,0,0,0,0
2,8,4,0,0,0,0
2,10,4,0,0,0,0
2,12,4,0,0,0,0
2,14,4,0,0,0,0
2,16,4,0,0,0,0
2,18,4,0,0,0,0
3,0,4,0,0,0,0
3,18,4,0,0,0,0
4,0,4,0,0,0,0
4,2,4,0,0,0,0
4,16,4,0,0,0,0
4,18,4,0,0,0,0
5,0,4,0,0,0,0
5,5,4,0,0,0,0
5,7,4,0,0,0,0
5,9,4,0,0,0,0
5,11,4,0,0,0,0
5,13,4,0,0,0,0
5,18,4,0,0,0,0
6,0,4,0,0,0,0
6,2,4,0,0,0,0
6,16,4,0,0,0,0
6,18,4,0,0,0,0
7,0,4,0,0,0,0
7,5,4,0,0,0,0
7,13,4,0,0,0,0
7,18,4,0,0,0,0
8,0,4,0,0,0,0
8,2,4,0,0,0,0
8,16,4,0,0,0,0
8,18,4,0,0,0,0
9,0,4,0,0,0,0
9,5,4,0,0,0,0
9,13,4,0,0,0,0
9,18,4,0,0,0,0
10,0,4,0,0,0,0
10,2,4,0,0,0,0
10,16,4,0,0,0,0
10,18,4,0,0,0,0
11,0,4,0,0,0,0
11,5,4,0,0,0,0
11,13,4,0,0,0,0
11,18,4,0,0,0,0
12,0,4,0,0,0,0
12,2,4,0,0,0,0
12,16,4,0,0,0,0
12,18,4,0,0,0,0
13,0,4,0,0,0,0
13,5,4,0,0,0,0
13,7,4,0,0,0,0
13,9,4,0,0,0,0
13,11,4,0,0,0,0
13,13,4,0,0,0,0
13,18,4,0,0,0,0
14,0,4,0,0,0,0
14,2,4,0,0,0,0
14,16,4,0,0,0,0
14,18,4,0,0,0,0
15,0,4,0,0,0,0
15,18,4,0,0,0,0
16,0,4,0,0,0,0
16,2,4,0,0,0,0
16,16,4,0,0,0,0
16,18,4,0,0,0,0
17,0,4,0,0,0,0
